date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
2021-05-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,2363.0,22.06
2021-05-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1285.0,11.99
2021-05-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,975.0,9.1
2021-05-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,vegetables and fruits,Spinach,404,KG,actual,Wholesale,KES,33.0,0.31
2021-05-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,4640.0,43.31
2021-06-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,cereals and tubers,"Potatoes (Irish, red)",890,50 KG,actual,Wholesale,KES,1359.0,12.62
2021-06-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,cereals and tubers,Sorghum (red),282,90 KG,actual,Wholesale,KES,3996.0,37.12
2021-06-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,KES,4500.0,41.8
2021-06-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,pulses and nuts,Beans (dolichos),896,90 KG,actual,Wholesale,KES,6003.0,55.76
2021-06-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,1890.0,17.56
2021-06-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,585.0,5.43
2021-06-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,vegetables and fruits,Spinach,404,KG,actual,Wholesale,KES,28.0,0.26
2021-06-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,3520.0,32.7
2021-06-15,Coast,Mombasa,Kongowea (Mombasa),5672,-4.06,39.66,cereals and tubers,"Maize (white, dry)",440,90 KG,actual,Wholesale,KES,2634.0,24.47
2021-06-15,Coast,Mombasa,Kongowea (Mombasa),5672,-4.06,39.66,cereals and tubers,Rice (aromatic),894,50 KG,actual,Wholesale,KES,6000.0,55.74
2021-06-15,Coast,Mombasa,Kongowea (Mombasa),5672,-4.06,39.66,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,KES,3735.0,34.7
2021-06-15,Coast,Mombasa,Kongowea (Mombasa),5672,-4.06,39.66,pulses and nuts,Beans (dolichos),896,90 KG,actual,Wholesale,KES,6201.0,57.6
2021-06-15,Coast,Mombasa,Kongowea (Mombasa),5672,-4.06,39.66,pulses and nuts,Beans (yellow),889,90 KG,actual,Wholesale,KES,6888.0,63.99
2021-06-15,Coast,Mombasa,Kongowea (Mombasa),5672,-4.06,39.66,pulses and nuts,Cowpeas,218,90 KG,actual,Wholesale,KES,7650.0,71.06
2021-06-15,Coast,Mombasa,Kongowea (Mombasa),5672,-4.06,39.66,vegetables and fruits,Cowpea leaves,898,KG,actual,Wholesale,KES,46.0,0.43
2021-06-15,Coast,Mombasa,Kongowea (Mombasa),5672,-4.06,39.66,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1343.0,12.48
2021-06-15,Coast,Mombasa,Kongowea (Mombasa),5672,-4.06,39.66,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,848.0,7.88
2021-06-15,Coast,Mombasa,Kongowea (Mombasa),5672,-4.06,39.66,vegetables and fruits,Spinach,404,KG,actual,Wholesale,KES,48.0,0.45
2021-06-15,Coast,Mombasa,Kongowea (Mombasa),5672,-4.06,39.66,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,5261.0,48.87
2021-06-15,Eastern,Kitui,Kitui town (Kitui),5892,-1.36,38.01,cereals and tubers,Sorghum (red),282,90 KG,actual,Wholesale,KES,4500.0,41.8
2021-06-15,Eastern,Kitui,Kitui town (Kitui),5892,-1.36,38.01,pulses and nuts,Beans (dolichos),896,90 KG,actual,Wholesale,KES,9000.0,83.6
2021-06-15,Eastern,Kitui,Kitui town (Kitui),5892,-1.36,38.01,pulses and nuts,Beans (kidney),180,90 KG,actual,Wholesale,KES,8100.0,75.24
2021-06-15,Eastern,Kitui,Kitui town (Kitui),5892,-1.36,38.01,pulses and nuts,Cowpeas,218,90 KG,actual,Wholesale,KES,8100.0,75.24
2021-06-15,Eastern,Kitui,Kitui town (Kitui),5892,-1.36,38.01,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,3150.0,29.26
2021-06-15,Eastern,Kitui,Kitui town (Kitui),5892,-1.36,38.01,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1000.0,9.29
2021-06-15,Eastern,Kitui,Kitui town (Kitui),5892,-1.36,38.01,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,780.0,7.25
2021-06-15,Eastern,Machakos,Tala Centre Market (Machakos),5665,-1.27,37.32,cereals and tubers,"Potatoes (Irish, red)",890,50 KG,actual,Wholesale,KES,1575.0,14.63
2021-06-15,Eastern,Machakos,Tala Centre Market (Machakos),5665,-1.27,37.32,pulses and nuts,Beans (dolichos),896,90 KG,actual,Wholesale,KES,9000.0,83.6
2021-06-15,Eastern,Machakos,Tala Centre Market (Machakos),5665,-1.27,37.32,pulses and nuts,Beans (rosecoco),897,90 KG,actual,Wholesale,KES,7200.0,66.88
2021-06-15,Eastern,Machakos,Tala Centre Market (Machakos),5665,-1.27,37.32,pulses and nuts,Beans (yellow),889,90 KG,actual,Wholesale,KES,7920.0,73.57
2021-06-15,Eastern,Machakos,Tala Centre Market (Machakos),5665,-1.27,37.32,pulses and nuts,Cowpeas,218,90 KG,actual,Wholesale,KES,5400.0,50.16
2021-06-15,Eastern,Machakos,Tala Centre Market (Machakos),5665,-1.27,37.32,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,3675.0,34.14
2021-06-15,Eastern,Machakos,Tala Centre Market (Machakos),5665,-1.27,37.32,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1400.0,13.01
2021-06-15,Eastern,Makueni,Kathonzweni (Makueni),5666,-1.91,37.73,pulses and nuts,Beans (mung),393,90 KG,actual,Wholesale,KES,7200.0,66.88
2021-06-15,Eastern,Makueni,Kathonzweni (Makueni),5666,-1.91,37.73,pulses and nuts,Cowpeas,218,90 KG,actual,Wholesale,KES,7200.0,66.88
2021-06-15,Eastern,Makueni,Kathonzweni (Makueni),5666,-1.91,37.73,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,650.0,6.04
2021-06-15,Eastern,Makueni,Kathonzweni (Makueni),5666,-1.91,37.73,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,2560.0,23.78
2021-06-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),5668,-0.32,37.72,cereals and tubers,"Maize (white, dry)",440,90 KG,actual,Wholesale,KES,2601.0,24.16
2021-06-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),5668,-0.32,37.72,cereals and tubers,"Potatoes (Irish, white)",891,50 KG,actual,Wholesale,KES,2000.0,18.58
2021-06-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),5668,-0.32,37.72,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,KES,3798.0,35.28
2021-06-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),5668,-0.32,37.72,pulses and nuts,Cowpeas,218,90 KG,actual,Wholesale,KES,6003.0,55.76
2021-06-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),5668,-0.32,37.72,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,1512.0,14.05
2021-06-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),5668,-0.32,37.72,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1000.0,9.29
2021-06-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),5668,-0.32,37.72,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,780.0,7.25
2021-06-15,Eastern,Meru South,Kaanwa (Tharaka Nithi),5668,-0.32,37.72,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,2176.0,20.21
2021-06-15,Nairobi,Nairobi,Kangemi (Nairobi),4626,-1.27,36.74,pulses and nuts,Beans (yellow),889,90 KG,actual,Wholesale,KES,9000.0,83.6
2021-06-15,Nairobi,Nairobi,Kangemi (Nairobi),4626,-1.27,36.74,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,706.0,6.56
2021-06-15,Nairobi,Nairobi,Kangemi (Nairobi),4626,-1.27,36.74,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,3427.0,31.83
2021-06-15,Nairobi,Nairobi,Kitengela (Kajiado),5697,-1.29,36.86,cereals and tubers,Sorghum (red),282,90 KG,actual,Wholesale,KES,6500.0,60.38
2021-06-15,Nairobi,Nairobi,Kitengela (Kajiado),5697,-1.29,36.86,pulses and nuts,Beans (dolichos),896,90 KG,actual,Wholesale,KES,3336.0,30.99
2021-06-15,Nairobi,Nairobi,Kitengela (Kajiado),5697,-1.29,36.86,pulses and nuts,Beans (kidney),180,90 KG,actual,Wholesale,KES,1134.0,10.53
2021-06-15,Nairobi,Nairobi,Kitengela (Kajiado),5697,-1.29,36.86,pulses and nuts,Beans (rosecoco),897,90 KG,actual,Wholesale,KES,7200.0,66.88
2021-06-15,Nairobi,Nairobi,Kitengela (Kajiado),5697,-1.29,36.86,pulses and nuts,Beans (yellow),889,90 KG,actual,Wholesale,KES,7200.0,66.88
2021-06-15,Nairobi,Nairobi,Kitengela (Kajiado),5697,-1.29,36.86,pulses and nuts,Cowpeas,218,90 KG,actual,Wholesale,KES,8100.0,75.24
2021-06-15,Nairobi,Nairobi,Kitengela (Kajiado),5697,-1.29,36.86,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,35.0,0.33
2021-06-15,Nairobi,Nairobi,Kitengela (Kajiado),5697,-1.29,36.86,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,8100.0,75.24
2021-06-15,Nairobi,Nairobi,Kitengela (Kajiado),5697,-1.29,36.86,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,1933.0,17.96
2021-06-15,Nairobi,Nairobi,Nairobi,184,-1.28,36.82,pulses and nuts,Beans,50,KG,actual,Wholesale,KES,65.81,0.61
2021-06-15,Nairobi,Nairobi,Wakulima (Nairobi),5698,-1.29,36.83,cereals and tubers,"Potatoes (Irish, red)",890,50 KG,actual,Wholesale,KES,2417.0,22.45
2021-06-15,Nairobi,Nairobi,Wakulima (Nairobi),5698,-1.29,36.83,cereals and tubers,"Potatoes (Irish, white)",891,50 KG,actual,Wholesale,KES,2595.0,24.11
2021-06-15,Nairobi,Nairobi,Wakulima (Nairobi),5698,-1.29,36.83,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,8083.0,75.09
2021-06-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,cereals and tubers,"Maize (white, dry)",440,90 KG,actual,Wholesale,KES,5400.0,50.16
2021-06-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,cereals and tubers,"Potatoes (Irish, white)",891,50 KG,actual,Wholesale,KES,1966.0,18.26
2021-06-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,cereals and tubers,Rice (aromatic),894,50 KG,actual,Wholesale,KES,5500.0,51.09
2021-06-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,cereals and tubers,"Rice (imported, Pakistan)",888,50 KG,actual,Wholesale,KES,5625.0,52.25
2021-06-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,cereals and tubers,Sorghum (red),282,90 KG,actual,Wholesale,KES,6840.0,63.54
2021-06-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,pulses and nuts,Beans (kidney),180,90 KG,actual,Wholesale,KES,8001.0,74.32
2021-06-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,pulses and nuts,Beans (rosecoco),897,90 KG,actual,Wholesale,KES,8001.0,74.32
2021-06-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,pulses and nuts,Cowpeas,218,90 KG,actual,Wholesale,KES,5532.0,51.39
2021-06-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1235.0,11.47
2021-06-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,962.0,8.94
2021-06-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,vegetables and fruits,Spinach,404,KG,actual,Wholesale,KES,26.0,0.24
2021-06-15,North Eastern,Garissa,Garissa town (Garissa),3356,-0.46,39.64,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,3434.0,31.9
2021-06-15,North Eastern,Mandera,Takaba (Mandera),3267,3.39,40.23,cereals and tubers,"Potatoes (Irish, red)",890,50 KG,actual,Wholesale,KES,2335.0,21.69
2021-06-15,North Eastern,Mandera,Takaba (Mandera),3267,3.39,40.23,pulses and nuts,Beans (rosecoco),897,90 KG,actual,Wholesale,KES,8640.0,80.26
2021-06-15,North Eastern,Mandera,Takaba (Mandera),3267,3.39,40.23,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,607.0,5.64
2021-06-15,Nyanza,Kisumu,Kibuye (Kisumu),5671,-0.09,34.77,cereals and tubers,"Maize (white, dry)",440,90 KG,actual,Wholesale,KES,3600.0,33.44
2021-06-15,Nyanza,Kisumu,Kibuye (Kisumu),5671,-0.09,34.77,cereals and tubers,"Potatoes (Irish, red)",890,50 KG,actual,Wholesale,KES,1800.0,16.72
2021-06-15,Nyanza,Kisumu,Kibuye (Kisumu),5671,-0.09,34.77,cereals and tubers,Sorghum (red),282,90 KG,actual,Wholesale,KES,3276.0,30.43
2021-06-15,Nyanza,Kisumu,Kibuye (Kisumu),5671,-0.09,34.77,pulses and nuts,Beans (dolichos),896,90 KG,actual,Wholesale,KES,9283.0,86.23
2021-06-15,Nyanza,Kisumu,Kibuye (Kisumu),5671,-0.09,34.77,pulses and nuts,Beans (kidney),180,90 KG,actual,Wholesale,KES,9999.0,92.88
2021-06-15,Nyanza,Kisumu,Kibuye (Kisumu),5671,-0.09,34.77,pulses and nuts,Beans (mung),393,90 KG,actual,Wholesale,KES,11997.0,111.44
2021-06-15,Nyanza,Kisumu,Kibuye (Kisumu),5671,-0.09,34.77,pulses and nuts,Beans (rosecoco),897,90 KG,actual,Wholesale,KES,11196.0,104.0
2021-06-15,Nyanza,Kisumu,Kibuye (Kisumu),5671,-0.09,34.77,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,5796.0,53.84
2021-06-15,Nyanza,Kisumu,Kibuye (Kisumu),5671,-0.09,34.77,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1384.0,12.86
2021-06-15,Nyanza,Kisumu,Kibuye (Kisumu),5671,-0.09,34.77,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,7808.0,72.53
2021-06-15,Rift Valley,Baringo,Marigat town (Baringo),3355,0.47,35.98,cereals and tubers,"Maize (white, dry)",440,90 KG,actual,Wholesale,KES,2592.0,24.08
2021-06-15,Rift Valley,Baringo,Marigat town (Baringo),3355,0.47,35.98,cereals and tubers,Rice (aromatic),894,50 KG,actual,Wholesale,KES,5000.0,46.45
2021-06-15,Rift Valley,Baringo,Marigat town (Baringo),3355,0.47,35.98,cereals and tubers,"Rice (imported, Pakistan)",888,50 KG,actual,Wholesale,KES,5000.0,46.45
2021-06-15,Rift Valley,Baringo,Marigat town (Baringo),3355,0.47,35.98,pulses and nuts,Beans (dolichos),896,90 KG,actual,Wholesale,KES,8730.0,81.1
2021-06-15,Rift Valley,Baringo,Marigat town (Baringo),3355,0.47,35.98,pulses and nuts,Beans (kidney),180,90 KG,actual,Wholesale,KES,8100.0,75.24
2021-06-15,Rift Valley,Baringo,Marigat town (Baringo),3355,0.47,35.98,pulses and nuts,Beans (mung),393,90 KG,actual,Wholesale,KES,11250.0,104.51
2021-06-15,Rift Valley,Baringo,Marigat town (Baringo),3355,0.47,35.98,pulses and nuts,Beans (yellow),889,90 KG,actual,Wholesale,KES,10845.0,100.74
2021-06-15,Rift Valley,Baringo,Marigat town (Baringo),3355,0.47,35.98,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1525.0,14.17
2021-06-15,Rift Valley,Baringo,Marigat town (Baringo),3355,0.47,35.98,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,676.0,6.28
2021-06-15,Rift Valley,Baringo,Marigat town (Baringo),3355,0.47,35.98,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,3200.0,29.73
2021-06-15,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),5664,-2.1,36.79,cereals and tubers,"Maize (white, dry)",440,90 KG,actual,Wholesale,KES,2700.0,25.08
2021-06-15,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),5664,-2.1,36.79,pulses and nuts,Beans (dolichos),896,90 KG,actual,Wholesale,KES,7027.0,65.28
2021-06-15,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),5664,-2.1,36.79,pulses and nuts,Beans (yellow),889,90 KG,actual,Wholesale,KES,6579.0,61.11
2021-06-15,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),5664,-2.1,36.79,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,585.0,5.43
2021-06-15,Rift Valley,Kajiado,Illbissil Food Market (Kajiado),5664,-2.1,36.79,vegetables and fruits,Spinach,404,KG,actual,Wholesale,KES,20.0,0.19
2021-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,27.12,0.25
2021-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,"Maize (white, dry)",440,90 KG,actual,Wholesale,KES,2652.0,24.64
2021-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Millet (finger),353,90 KG,actual,Wholesale,KES,8334.0,77.42
2021-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Sorghum (red),282,90 KG,actual,Wholesale,KES,5400.0,50.16
2021-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,KES,4500.0,41.8
2021-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,"meat, fish and eggs","Fish (omena, dry)",895,KG,actual,Wholesale,KES,130.0,1.21
2021-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans (kidney),180,90 KG,actual,Wholesale,KES,5931.0,55.1
2021-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans (rosecoco),897,90 KG,actual,Wholesale,KES,9375.0,87.09
2021-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Beans (yellow),889,90 KG,actual,Wholesale,KES,11363.0,105.56
2021-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,pulses and nuts,Cowpeas,218,90 KG,actual,Wholesale,KES,8550.0,79.42
2021-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,3290.0,30.56
2021-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Cowpea leaves,898,KG,actual,Wholesale,KES,17.0,0.16
2021-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1307.0,12.14
2021-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,954.0,8.86
2021-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Spinach,404,KG,actual,Wholesale,KES,51.0,0.47
2021-06-15,Rift Valley,Uasin Gishu,Eldoret town (Uasin Gishu),185,0.52,35.28,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,3467.0,32.21
2021-06-15,Rift Valley,West Pokot,Lomut (West Pokot),5896,1.44,35.57,cereals and tubers,Millet (finger),353,90 KG,actual,Wholesale,KES,9140.0,84.9
2021-06-15,Rift Valley,West Pokot,Lomut (West Pokot),5896,1.44,35.57,pulses and nuts,Beans (yellow),889,90 KG,actual,Wholesale,KES,9198.0,85.44
2021-06-15,Rift Valley,West Pokot,Lomut (West Pokot),5896,1.44,35.57,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,3780.0,35.11
2021-06-15,Rift Valley,West Pokot,Lomut (West Pokot),5896,1.44,35.57,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,2368.0,22.0
2021-06-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,cereals and tubers,"Maize (white, dry)",440,90 KG,actual,Wholesale,KES,2515.0,23.36
2021-06-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,cereals and tubers,Millet (finger),353,90 KG,actual,Wholesale,KES,7034.0,65.34
2021-06-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,cereals and tubers,"Potatoes (Irish, white)",891,50 KG,actual,Wholesale,KES,1500.0,13.93
2021-06-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,cereals and tubers,Rice (aromatic),894,50 KG,actual,Wholesale,KES,5000.0,46.45
2021-06-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,cereals and tubers,"Rice (imported, Pakistan)",888,50 KG,actual,Wholesale,KES,5000.0,46.45
2021-06-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,cereals and tubers,Sorghum (red),282,90 KG,actual,Wholesale,KES,3600.0,33.44
2021-06-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,KES,8700.0,80.82
2021-06-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,pulses and nuts,Beans (kidney),180,90 KG,actual,Wholesale,KES,6300.0,58.52
2021-06-15,Rift Valley,West Pokot,Makutano (West Pokot),5897,1.25,35.08,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1580.0,14.68
2021-07-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,cereals and tubers,"Maize (white, dry)",440,90 KG,actual,Wholesale,KES,2799.0,25.89
2021-07-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,cereals and tubers,"Potatoes (Irish, red)",890,50 KG,actual,Wholesale,KES,1300.0,12.03
2021-07-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,cereals and tubers,Sorghum (white),135,90 KG,actual,Wholesale,KES,5004.0,46.29
2021-07-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,pulses and nuts,Beans (dolichos),896,90 KG,actual,Wholesale,KES,6003.0,55.53
2021-07-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,pulses and nuts,Beans (mung),393,90 KG,actual,Wholesale,KES,9999.0,92.5
2021-07-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,pulses and nuts,Beans (yellow),889,90 KG,actual,Wholesale,KES,7002.0,64.77
2021-07-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,2205.0,20.4
2021-07-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1500.0,13.88
2021-07-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,520.0,4.81
2021-07-15,Central,Nyeri,Karatina (Nyeri),5670,-0.48,37.13,vegetables and fruits,Spinach,404,KG,actual,Wholesale,KES,30.0,0.28
2021-07-15,Coast,Mombasa,Kongowea (Mombasa),5672,-4.06,39.66,cereals and tubers,"Potatoes (Irish, white)",891,50 KG,actual,Wholesale,KES,1242.0,11.49
2021-07-15,Coast,Mombasa,Kongowea (Mombasa),5672,-4.06,39.66,pulses and nuts,Beans (kidney),180,90 KG,actual,Wholesale,KES,6498.0,60.11
2021-07-15,Coast,Mombasa,Kongowea (Mombasa),5672,-4.06,39.66,vegetables and fruits,Cabbage,181,126 KG,actual,Wholesale,KES,2520.0,23.31
2021-07-15,Coast,Mombasa,Kongowea (Mombasa),5672,-4.06,39.66,vegetables and fruits,Cowpea leaves,898,KG,actual,Wholesale,KES,33.0,0.31
2021-07-15,Coast,Mombasa,Kongowea (Mombasa),5672,-4.06,39.66,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1336.0,12.36
2021-07-15,Coast,Mombasa,Kongowea (Mombasa),5672,-4.06,39.66,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,667.0,6.17
2021-07-15,Coast,Mombasa,Kongowea (Mombasa),5672,-4.06,39.66,vegetables and fruits,Spinach,404,KG,actual,Wholesale,KES,47.0,0.43
2021-07-15,Coast,Mombasa,Kongowea (Mombasa),5672,-4.06,39.66,vegetables and fruits,Tomatoes,114,64 KG,actual,Wholesale,KES,3877.0,35.86
2021-07-15,Coast,Mombasa,Mombasa,191,-4.05,39.67,cereals and tubers,Maize,51,KG,actual,Wholesale,KES,31.0,0.29
2021-07-15,Eastern,Kitui,Kitui town (Kitui),5892,-1.36,38.01,cereals and tubers,"Potatoes (Irish, white)",891,50 KG,actual,Wholesale,KES,1115.0,10.31
2021-07-15,Eastern,Kitui,Kitui town (Kitui),5892,-1.36,38.01,cereals and tubers,Rice (aromatic),894,50 KG,actual,Wholesale,KES,6000.0,55.5
2021-07-15,Eastern,Kitui,Kitui town (Kitui),5892,-1.36,38.01,cereals and tubers,Sorghum (red),282,90 KG,actual,Wholesale,KES,4500.0,41.63
2021-07-15,Eastern,Kitui,Kitui town (Kitui),5892,-1.36,38.01,pulses and nuts,Beans (mung),393,90 KG,actual,Wholesale,KES,9900.0,91.58
2021-07-15,Eastern,Kitui,Kitui town (Kitui),5892,-1.36,38.01,pulses and nuts,Beans (yellow),889,90 KG,actual,Wholesale,KES,8100.0,74.93
2021-07-15,Eastern,Kitui,Kitui town (Kitui),5892,-1.36,38.01,vegetables and fruits,Kale,796,50 KG,actual,Wholesale,KES,1000.0,9.25
2021-07-15,Eastern,Kitui,Kitui town (Kitui),5892,-1.36,38.01,vegetables and fruits,Onions (dry),892,13 KG,actual,Wholesale,KES,650.0,6.01
